cancel vt.取消
demarcate v．划分，划界
clothe vt.给…穿衣服
aggrieved adj．（因受伤害而）愤愤不平的，痛心的
superb a.卓越的,质量极高的
might v.aux.(may的过去式，助动词)可能，也许，或许
nonchalance n．无动于衷，冷淡
solemnity n．庄严，肃穆
patriotism n．爱国主义，爱国心
accomplice n．同谋者，帮凶
apogee n．远地点（太阳等距离地球最远的点）
bigotry n．顽固，偏狭
import v.&n.进口，输入
macabre adj．骇人的，可怖的
contrition n．悔罪，痛悔
durable a.耐久的，耐用的
doubtless ad.无疑地；很可能
central a.中心，中央；主要的
impose v．征税，强加
thrash v．鞭打，乱蹦乱跳
wag v.摇动；摆动
factor n.因素；因子，系数
rack n.搁物架；行李架
green a.绿色的；青的n.绿色
race n.种族，民族v.（速度）竞赛，比赛n.赛跑，竞赛
paleolithic adj．旧石器时代的
aural a.耳的，听觉的
wan adj．虚弱的，病态的
was .动词be(am,is)的过去式
greet vt.问候；向……致敬
war n.战争
sculpture n.雕塑（术），雕刻（术），雕刻作品，雕像
manipulative adj．操纵别人的，老于世故的
way n.路，路线；方式，手段
realization n.(理想等的)实现
wax n.蜡
hide/hid v.躲藏
quickly adv.迅速
attentive adj.留心听的,关心的
classmate n.同班同学
decide v.决定；下决心
insurrection n．造反,叛乱
moribund adj．即将结束的，垂死的
electron n.电子
greed n.贪心，贪婪
unscathed adj．未受损伤的，未遭伤害的
embed v.牢牢插于,嵌于
second-hand n.旧的，第二手的
double a.两倍.双的n.两个.双
simulated adj．伪装的，模仿的
suicide n.&vi.&vt.自杀
stainless a.无污点的
VCD n.影碟光盘
pedantry n．迂腐
chocolate n.巧克力
denial n.否定；拒绝相信
gardening n.园艺学
practice(s)e n.练习
portion n.一部分；一分
Swiss a.瑞士人的n.瑞士人
gain vt.赢得；挣得
engross v．全神贯注于
web n.网，网状物
risible adj．可笑的，引人发笑的
nudge v．（用肘）轻触，轻推
explore v.探险
wet a.湿的,潮的,多雨的
electricity n.电；电流
climate n.气候
cosmos n．宇宙（
great a.伟大的,重要的,好极了ad.（口语）好极了，很好
circumference n.圆周，周长，圆周线
rage n．盛怒，极怒
grille n．（银行，邮局柜台上的）铁栅
statistics n.统计数字，统计资料，统计学
thrall n．奴隶，农奴
monkey n.猴子
arrest v.逮捕，拘留
distinction n.差别,区别,优秀,卓越
retirement n.退休，引退；退隐
nephritis n．肾炎
psychedelic adj．引起幻觉的,n．迷幻药
rumor n.(rumour)传闻,谣言
protocol n．外交礼节,协议
enrich vt.使富裕；使丰富
homiletics n．讲道术，说教术
rain n.雨，雨水vi.下雨
remonstrate v．抗议，规劝
rail n.铁路
tranquil adj．宁静的，安静的
inner a.内部的；内心的
voyage n.航行，旅行
fastidious adj．难取悦的,挑剔的
sledgehammer n．长柄大锤
cereal n．谷类，谷类食品．
topic n.题目，话题
sugar n.糖
embarrass v.使窘迫，尴尬
who pron.谁
raid n．突然袭击
option n.选择，选择权
game n.游戏；运动；比赛
kindergarten n.幼儿园
unexpected a.想不到的，意外的
contribute v.贡献
why ad./int.为什么,你难道不知道（表示反驳、不耐烦等）
muffler n．消音器，围巾
microscope n.显微镜
integrated adj．整合的,完整的
sequestrate v．扣押，没收
wig n．假发
cashier n.收银员,出纳员
hospitality n．好客，殷勤
win (won,won)n.获胜，赢得
soccer n.英式足球
gale n.强风（约每小时60英里）
wit n.智力，才智，智能
craggy adj．有峭壁的，粗壮的
electric a.电的
cannibal n．食人者，食同类的动物
barter v.以物易物,物物交换
gall n．胆汁（bile），怨恨（hatred）
egalitarian adj．主张人人平等的
diminish vt.减少，减小，递减
oyster n．牡蛎
variance n．矛盾，不同
various a.各种各样的，不同的
attention n.注意，关心
headache n.头疼
visit n.&vt.参观，访问，拜访
rake n.耙子vi.耙；搜索
reduction n.减少，减小，缩减
parent n.父(母)，双亲
workday n.工作日
twenty-one num.二十一
gaol n.(jail)监狱；(不加冠词)监禁vt.使…坐牢
luckily adv.好运地；幸运地
conversely ad.相反地
Swedish adj.瑞典的；瑞典人的
venison n．鹿肉
rank n.职衔，军衔
outlet n.出口，出路；排遣
cosmic adj．宇宙的
gang n.一帮，一伙
excited adj.兴奋的；激动的
ancestor n.祖宗；祖先
ordinarily ad.通常，大概
privation n．丧失,贫困
former a.以前的，从前的；（两者之中的）前者
Alter vt.改变，更改；改做(衣服)vi.改变，变化
stewardess n.女乘务员,空中小姐
interpretation n.解释；口译
as...as .与一样
sentient adj．有知觉的，知悉的
prove vt.证明
admire v.钦佩；羡慕
virus n.病毒
pickle n.腌制食品，泡菜
cuttlefish n．乌贼，墨鱼
masonry n．石工技术，石屋
revocation n．废弃，取消
rape n./vt.掠夺,蹂躏,强奸
sudden a.突然的
tooth (复teeth)n.牙齿
salty a.盐的，咸的，含盐的
infuriate v．使（人）极为愤怒
familiar a.熟悉的
quicken vt.加快vi.加快
breathe vi.呼吸
tropical a.热带的
plunge vt.使投入；使陷入
kilometer n.千米，公里
pontifical adj．自以为是的,武断的
Arctic a.北极的
unfit a.不合宜的，不相宜的
opacity n．不透明，暖昧
interview n.&vt.采访,会见,面试
naive a.天真的
fulmination n．抨击，谴责
malcontented adj．不满的
gasp vi.气喘，喘息
woe n．悲痛，苦难
excessively ad.过分，极端地
observe v.观察，监视，观测
furnish vt.供应，提供；装备
larynx n．喉
bequest n．遗产，遗赠物
woo ln.羊毛，羊绒
rare a.罕见的，稀有的
encroachment n．侵入，侵犯
enlighten vt.启发，开导；启蒙
wow interj.（口语）哇！哟！
gash n．深长的伤口，裂缝
which pron.那(哪)一个；那(哪)一些a.这(哪)个；这(哪)些；无论哪个(些)
terse adj．简洁的，简明的
scrub n．矮树丛，身体矮小的人
downstairs ad.在楼下；到楼下
profound a.深刻的；渊博的
affirm vt.断言，批准；证实
marble n.大理石；玻璃弹子
never ad.决不，从来没有
penumbra n．半明半暗之处，边缘部分
phantom n．鬼怪，幽灵，幻象
usurp v．篡夺，霸占
aspiration n．渴望，热望
foot(复feet) n.足，脚；英尺
usury n．放高利贷
elephant n.象
abeyance n．中止，暂搁
halcyon adj．平静的，愉快的
vocal a.声音的;有声的;歌唱的n.元音;声乐作品
augmentation n.增加
antecedence n．居先，在先
hover v．翱翔，（人）徘徊
isthmus n．地峡
perhaps ad.可能，或
anodyne n．止痛药
subterfuge n．诡计，托辞
rate n./v.率，评估，评价
skill n.技能，技巧
prophecy n.预言，预言能力
divide vt.分，划分
hovel n．茅舍，肮脏的小屋
contrary n./a.相反相反的
layman n．普通信徒，门外汉
rash a.轻率的；鲁莽的
skimp v．节省花费，吝啬
depose v．免职，废黜
gate n.大门
sedate adj．安静的、镇静的
limbo n．不稳定，中间状态
withdraw v.撤回，撤离
exhilarate v.使高兴
tabulate vt.把…制成表
rebarbative adj．令人讨厌的，冒犯人的
divine a.神的；敬神的
capricious adj．变化无常的，任性的
authorization n.授权,委任状
stilted adj．（文章，谈话）不自然的
contemplate v．深思，（严肃）注视
bathroom n.浴室，盥洗室
conscript v．征兵，征召
advisory adj．劝告的
maturity n．成熟
pundit n．权威人士,专家
rave n．热切赞扬，倾倒
announce vt.宣布，宣告
somebody pron.某人；有人；有名气的人
fodder n．草料
plaintive adj．可怜的,伤心的
handout n.施舍物，救济品
halting adj．踌躇的，吞吞吐吐的
knce n.膝盖
contrast n.对比，对照，悬殊
alteration n．改变，变更
fascia n．饰带，(商店上挂的)招牌
crafty adj．狡诈的
brittle a.脆的；易损坏的
ferrous adj．含铁的
become vi.变成，开始变得vt.适合，同…相称
notability n．著名，显著
accrue v．（利息等）增大，增多
subscription n.预约，用户，订阅费
inflation n．膨胀，夸大
whirl vt.使回旋vi.&n.回旋
extraordinarily ad.非常地，特别地
literature n.文学
irreproachable adj．不可指责的，无过失的
irreparable adj．无法修复的，不能挽回的
melodious adj．悦耳的
belief n.信条，信念
abyss n．深渊，深坑
calibration n.校准；标定，刻度
immigration n.移民
halve vt.对分；平摊
pasteurize v．以高热杀菌，消毒
glasshouse n.温室，暖房
knee n.膝盖
troublesome a.令人烦恼,讨厌
slender a.细长的；微薄的
conscious a.意识到的；有意的
political a.政治的
solitary adj．孤独的，n．隐士
reaper n．收割者
while conj.在…的时候,和…同时n.一会儿，一段时间
salve n．药膏，v．减轻，缓和
that a.&pron.那，那个conj.那，那个（引导宾语从句等）ad.那么，那样
skirt n.女裙
tugboat n．拖船
than conj.比
limit vt.限制；减少
thaw v．解冻，溶化
porter n.（火车站或旅馆处的）搬运工
tolerance n.忍受，容忍；公差
turmoil n．混乱，骚乱
possessed adj．疯狂的
feeling n.感情；感觉
rekindle v．重新点燃
expansion n.扩张,膨胀
broadcast（broadcast,broadcast或--ed,--ed） vt.广播
dilution n．稀释、渗水
gaze v．n．凝视，注视
essay n.散文；文章；随笔
prediction n.预言，预告；预报
thermometer n.温度计，寒暑表
postpone vt.推迟，延期
totalitarian adj．极权主义的
heat n.热vt.把……加热
legacy n．遗产，遗留之物
earthenware n.陶器
careful a.小心，仔细，谨慎的
seal n.海豹
leeward adj．顺风的
storage n.贮藏；储存
seam n．缝、接缝
illusion n.幻想；错觉；假象
head n.头；头脑(像)；才智；首脑；源头；标题a.头部的；主要的；首席的v.率领；加标题；用头顶；出发；(船等)驶向
dialog n.对话，对白
whine v．哀号，号哭
man-made a.人造的，人工的
reserve n.&v.储备；预定
heal v.使(伤、病)痊愈
heap n.堆v.堆起来
rescue vt.营救，援救
roundabout a.&n.绕道的，不直接的；转盘路
disabuse v．打消（某人）的错误念头，纠正
hear v.听见；听说
devastate v．摧毁，破坏
frisk n．v．蹦跳，娱乐
embark v.(使)上船(或飞机,汽车等);着手,从事
exonerate v.免除责任,确定无罪
prodigy n．奇事,非凡之人,天才
cousin n.堂（表）兄弟，堂（表）姐妹
whilst conj.&n.当…的时候
propitiate v．讨好,抚慰
laxity n．松弛，放纵
beat(beaten) v.敲打；跳动；打赢n.（音乐）节拍
maple n.枫树
luxury n.奢侈，奢华；奢侈品
knit v．编结，针织
consternation n．大为吃惊，惊骇
salad n.色拉（西餐中的一种菜）
splendid a.灿烂的，辉煌的；（口语）极好的
adaptation n.适应，改编本
determination n.决心
profanity n．不敬,渎神
avaricious a.贪婪的,贪心的
burnish v．擦亮，磨光
scarlet n.猩红色a.猩红的
inevitably ad.不可避免地
clever a.聪明的，伶俐的
retribution n．报应，罚
brand n.品牌
they pron.他（她）们；它们
inevitable a.不可避免的，必然的
relapse n．v．旧病复发，再恶化
ultramundane adj．超俗的，世界之外的
skyscraper n.摩天楼
them pron.他/她/它们（宾格）
then ad.当时,那时,然后,那么
seat n.座位，座
hyperbole n．夸张法
wander vi.漫游,游荡,漫步,流浪
sear v．（以烈火）烧灼
expire v.期满,去世
singular a.单一的；非凡的
impeccable adj．无瑕疵的
seed n.种子
knob n.门把，拉手；旋纽
seashell n.海贝
seep v．（液体等）渗漏
seek (sought,sought)vt.试图;探寻
seem v.似乎，好像
gnarled adj．（树木）多节的，粗糙的
covenant n．契约，v．立书保证
heel n.脚后跟
doggerel n．歪诗，打油诗
insuperable adj．难以克服的
sibyl n．女预言家，女先知
pierce v．刺透，穿过
apart ad,/a.相隔，相距，除外
teenager n.（13～19岁的）青少年，十几岁的少年
dumpling n.饺子
stoicism n．坚忍克己
sensual adj．肉欲的、淫荡的
necessary a.必需的，必要的
badminton n.羽毛球
closet n.小房间；壁碗橱
can(could)can't“＝”cannotmodal v.可能；能够；可以不能n.（美）罐头；罐子
heed v．注意到，关心
flower n.花
apostrophe n书写中撇号（’）（表示省略或所有格）
single a.单一的，单个的
molest v．骚扰，干扰
sect n．（宗教等）派系
closed adj.关着的
vacuity n．（想象力等）贫乏，无聊，空白
antibiotic n．抗生素，adj．抗菌的
joint n.接头，接缝；关节
separate v.使分开，使分离a.单独的，分开的
reasonable a.合乎情理的
thoughtless a.欠考虑的；自私的
ruler n.统治者；直尺
reluctant a.不愿的，勉强的
usual a.通常的，平常的
organism n．生物，有机体
this a.&pron.这，这个
carnage n．大屠杀，残杀
thin a.薄的；瘦的；稀的
scruple n．v．顾忌、迟疑
remarkable a.异常的，非凡的
brake n.闸vi.刹车
know (knew,known)v.知道，了解；认识；懂得
knot n.(绳的)结，(树的)节
organise (美organize)vt.组织
questionnaire n.调查表，问卷
ingenious adj．聪明的，有发明天才的
populace n．民众,老百姓
imprint v．盖印，刻印
privacy n.(不受干扰的)独处，自由，隐私；私生活
indisposed adj．不愿意的，身体不适的
discompose v．使失态，慌张
heir n．继承人
similarity n.类似，相似；类似点
skimpy adj．吝啬的，贫乏的
examination n.考试；检查，细查
screw n.螺旋，螺丝vt.拧紧
